f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f101,f102,f103,f104,iscase
-299.1934204,-697.9682617,105.0902023,-450.2154236,164.7718964,-62.16207886,54.95083618,71.88319397,63.02545929,-49.61424255,24.28016853,17.47880363,41.02070618,-60.65187073,29.93125534,-11.37819195,30.97517967,-73.52937317,28.62298584,-10.54905987,48.43852997,-41.02041626,20.9748764,3.200278282,17.42252731,-11.37819195,15.59680176,-9.504711151,39.02165604,-52.36380005,22.10011673,5.01504612,21.59930038,-64.837883,15.3149128,-15.66067791,39.28640747,-28.79048157,12.50654984,-1.161435366,14.54557705,-59.27450943,14.53615952,-16.60787201,19.3354454,-11.37819195,7.62525177,-8.045523643,15.80671692,-24.65419769,8.44274807,-9.63907814,0.147706731,0.10064197,1,0.000502779,0.379656464,0.375733703,1,0.00339989,0.36976549,0.452610105,1,-11.37819195,0.371149927,0.465374082,1,0.001447249,0.278832078,0.284139037,1,0.000667184,0.322595775,0.236879691,1,0.00016547,0.290701747,0.182590768,1,9.26E-05,0.178369001,0.09105505,1,-11.37819195,0.230864719,0.115456052,0.884989679,0.000557809,0.208671823,1,0.000218148,0.380740345,0.29957962,1
-302.0852051,-694.9235229,89.91464996,-455.8300171,162.332962,-86.33010864,61.52556229,75.48277283,55.5586319,-21.12930298,18.32954025,20.31603432,49.85875702,-84.40544128,36.8730011,-22.0591011,33.90643311,-31.22208786,17.2509613,0.414028943,48.6670723,-33.88004303,18.44511986,8.668780327,18.28059006,-22.0591011,17.25773621,-10.22453117,29.89299774,-42.20107651,17.20438576,-8.951401711,9.818044662,-57.15171051,12.28680515,-17.68254662,32.65382385,-29.57022285,14.52347279,-3.591366529,3.857470512,-49.46570587,11.22513008,-16.02546883,17.78503036,-22.0591011,14.98313904,-10.79696083,37.75992203,-23.51384354,13.57415199,-3.574988842,0.149004636,0.094703311,1,0.000293103,0.318274915,0.21256417,1,0.000179638,0.377256483,0.27080065,1,-22.0591011,0.283242792,0.219894484,1,0.000946594,0.332941353,0.350174367,1,0.000210203,0.440375954,0.561224401,1,0.001774878,0.291710705,0.258289188,1,0.000221515,0.228654966,0.120571464,1,-22.0591011,0.315966368,0.169959977,1,0.000154105,0.249179989,1,0.000105467,0.295245469,0.189250916,1
-255.5026093,-703.0162354,119.6294022,-417.5394287,140.5112915,-77.31207275,53.65412903,57.50844955,78.74681091,-60.12450409,31.07126236,0.825767934,61.4525528,-77.53318787,37.21931076,-8.128182411,54.489048,-56.87740707,24.31949997,-0.684792638,46.61531067,-54.45819092,22.13170242,-0.607303202,22.3837986,-8.128182411,21.46407509,-17.84076691,37.25518799,-49.26532745,17.30491066,1.436296225,14.75381279,-52.62381744,16.14740372,-14.93039322,19.53648567,-24.36780548,11.07734394,0.010188473,13.74878883,-69.90429688,17.82616234,-19.46272469,22.87855911,-8.128182411,10.80339622,-2.673596859,9.841696739,-27.97991943,10.44817162,-9.356458664,0.132223556,0.100335015,1,0.000601154,0.353234023,0.351634383,1,0.007435387,0.383674741,0.47236082,1,-8.128182411,0.374975175,0.472352147,1,0.000822018,0.351528645,0.353948534,1,0.000360414,0.337987125,0.267773837,1,0.000228537,0.33290267,0.245248616,1,0.00042988,0.351584494,0.281527698,1,-8.128182411,0.366056234,0.319981515,0.998796463,0.000998058,0.286103249,1,0.000170617,0.316753238,0.243901938,1
-272.3584595,-717.1989746,100.3003082,-429.3101807,160.7945099,-76.08517456,54.76023102,69.75984192,45.30854416,-45.68857956,20.69363976,6.64197588,34.98292923,-70.78794861,28.54585648,-13.3144455,52.88049316,-62.37297821,28.8311367,-7.770969391,45.12289429,-43.97629929,19.36225319,2.157980442,30.01652527,-13.3144455,18.76614189,-8.013238907,37.67598724,-48.10807037,23.07061195,1.643040538,11.59039497,-47.65512466,12.98442078,-19.89357758,20.35692215,-25.83115005,11.9216013,-2.205103874,14.03262138,-61.0542717,15.29556084,-16.98211098,23.89022827,-13.3144455,11.73362732,-2.638098955,13.52949333,-17.95808983,7.332670212,-5.06367445,0.13951391,0.106034536,1,0.00059592,0.35912168,0.250400126,1,0.006591285,0.353301048,0.399419934,1,-13.3144455,0.342253715,0.72903353,1,0.013600983,0.319357157,0.442471296,1,0.000903448,0.245907694,0.181005552,1,0.000137734,0.313514173,0.192494974,1,8.65E-05,0.28531906,0.180433005,1,-13.3144455,0.275123596,0.164949015,0.674916029,0.000763088,0.166939035,0.961467803,0.000100507,0.26308912,0.165362209,1
-245.6893921,-661.5811157,107.925087,-391.5394287,113.9053726,-64.57302856,47.81734085,52.06498337,48.83224106,-49.57006836,20.9310379,0.903757811,61.61949921,-64.20285034,28.58549309,4.867790699,52.26786041,-34.46718597,19.5187664,4.425366879,36.11555099,-48.28425598,19.21110344,-2.760215759,28.25617599,4.867790699,22.58518028,-15.15043926,39.50809479,-51.97302246,19.07291031,1.973356366,10.48925018,-53.18900681,13.64068031,-16.49612427,24.34528351,-45.37775421,16.5488472,-5.174212933,9.504432678,-76.4079895,15.71305275,-22.37419319,14.95969486,4.867790699,11.59107304,-6.109580517,12.72686195,-24.46692657,9.60966301,-3.226668358,0.144546483,0.106459674,1,0.000406545,0.363695413,0.306212872,1,0.000169926,0.378714621,0.457998604,1,4.867790699,0.366091371,0.590006828,1,0.000581206,0.356549442,0.431224406,1,0.00091757,0.310013115,0.248009175,1,0.000194155,0.302741259,0.193211213,1,0.000108954,0.27190128,0.165218696,1,4.867790699,0.296404272,0.193145633,1,0.000673911,0.294140279,0.691260457,0.000201365,0.228824764,0.169427067,1
-292.6314697,-672.9622192,87.91466522,-413.4866638,127.4099884,-76.05508423,52.30771255,53.61454391,58.47516251,-43.02729797,23.12069702,8.482372284,51.57639313,-67.41397858,29.51243591,-12.91250706,58.0323143,-54.27825165,28.13539696,-8.461892128,39.61354065,-39.81331635,19.61118126,2.771731377,25.53661156,-12.91250706,19.21145058,-10.85284901,43.82432938,-45.81256866,20.99109077,2.435070276,11.83646965,-59.81552887,15.48696232,-18.08133316,22.60070801,-22.54689026,11.8166256,-0.27434516,12.23465919,-64.11257935,15.17987728,-18.26032639,24.80503082,-12.91250706,13.00576973,-1.961726785,15.05724335,-32.46653748,10.84059048,-7.560374737,0.165935104,0.128498234,1,0.00149765,0.360546261,0.29242149,1,0.000762791,0.295768887,0.413652956,1,-12.91250706,0.389416814,0.621448576,1,0.00119976,0.313376456,0.346997797,1,0.001023997,0.335484475,0.227920189,1,7.82E-05,0.320949435,0.191242158,0.912088275,8.39E-05,0.248455971,0.13120839,0.876851618,-12.91250706,0.186885878,0.09453918,0.857992113,0.000775019,0.175724849,1,0.000131838,0.356013179,0.25628078,1
-220.5265656,-656.499939,102.5964127,-393.1143494,133.1492004,-52.60974121,48.10951996,47.66442108,66.68175507,-46.16539764,23.469841,4.632793903,61.4199028,-59.14087677,28.94808388,10.61592865,44.64967346,-25.21618652,16.06160545,3.461525679,39.45957565,-35.56516647,19.48284149,-4.325149059,29.45950317,10.61592865,21.34784889,-16.30887032,29.41300583,-48.31649017,17.83440399,0.47765553,13.25484657,-43.39631653,10.58477306,-16.67549706,25.01487732,-43.71653366,15.72715759,-3.518387318,4.012257576,-69.08654022,14.409688,-21.22186089,11.14762211,10.61592865,11.45288658,-7.920845985,14.3362999,-31.24520493,9.96213913,-4.138748646,0.144228754,0.105681389,1,0.000178249,0.311210066,0.199427322,1,0.001469576,0.263186395,0.218375161,1,10.61592865,0.338855207,0.507672966,1,0.005585411,0.359096199,0.657486975,1,0.002132128,0.287787795,0.280660689,1,0.000120598,0.296578109,0.182253927,1,0.000123654,0.291363627,0.158991009,0.861188769,10.61592865,0.227115959,0.126780152,0.888823211,0.000155826,0.236227572,0.89889276,0.000513056,0.271634221,0.16489549,1
-262.1981812,-701.5125122,109.7424622,-436.1377258,157.4368591,-67.64785767,62.28928757,62.22845459,54.43039703,-43.93792343,21.56757545,4.629518032,73.22244263,-84.52168274,35.99588394,-9.427158356,33.98467255,-25.35149765,16.99871826,3.245032549,42.38803101,-32.99706268,19.18840408,2.912537575,24.74721146,-9.427158356,22.97716331,-15.14794922,29.48207855,-53.14826202,19.42425537,-7.433875561,23.00130463,-50.610672,16.18133354,-10.41996288,27.69768524,-16.62989426,11.26366234,4.631865501,13.41469955,-62.10601044,15.94440079,-21.03050613,18.79771996,-9.427158356,10.92256069,-4.408213139,15.00480652,-25.6908226,9.623176575,-4.018749714,0.164701909,0.121963292,1,0.001507603,0.388502717,0.379666656,1,0.002076641,0.354039341,0.561582446,1,-9.427158356,0.380200416,0.542452753,1,0.002215773,0.249200806,0.263546526,1,0.00039706,0.246492878,0.158491924,1,0.000162218,0.311183423,0.212886482,1,0.000100243,0.358174503,0.269125611,1,-9.427158356,0.317567676,0.219786033,1,0.001564521,0.285957336,1,0.00014404,0.337792099,0.246782035,1
-289.9718323,-728.5799561,108.8207626,-451.7367859,128.1038361,-74.73841095,58.49786758,53.72428131,46.89801025,-32.77698898,21.69478416,4.059445381,46.04640198,-85.79498291,35.94176865,-12.45149231,33.10150909,-58.79836273,25.64213562,-5.990605831,43.27780151,-27.73174858,17.71080971,6.202655792,22.40838623,-12.45149231,16.0339222,-10.89925957,37.97462463,-48.58356476,20.09881592,-0.230841905,15.55225372,-50.90901947,16.02869797,-15.81350136,23.05580902,-34.92189026,14.6174736,-3.035254478,14.01699257,-53.62191772,13.55270481,-12.45558929,20.29433823,-12.45149231,11.96092892,-3.116750717,12.64021873,-29.43789101,10.9834919,-6.248563766,0.163075071,0.127554631,1,0.002884777,0.351281762,0.424215525,1,0.009994952,0.34944877,0.478614539,1,-12.45149231,0.343294442,0.400568664,1,0.002255537,0.3514691,0.317105263,1,0.000159648,0.342213243,0.268827319,1,0.000107003,0.316990942,0.243841812,1,8.75E-05,0.293493092,0.203777701,1,-12.45149231,0.289803833,0.213008285,1,0.002071574,0.322444558,1,0.000439709,0.355401516,0.337772667,1
-240.9858551,-662.1373291,115.6814728,-409.4162903,152.3135376,-75.91291046,53.56027222,55.10896301,56.49215317,-48.38278198,26.46589088,0.719155729,56.79971313,-82.19703674,37.18286514,-9.560350418,36.77082443,-32.13577652,19.6512661,0.555368006,33.98632813,-34.25352097,16.37480736,-0.476995796,22.15035248,-9.560350418,21.0130806,-15.54144573,31.97597122,-47.37789917,18.42103577,0.425835431,15.44920158,-52.83572388,15.42095757,-13.65883923,25.79896164,-28.89168167,11.88687134,5.300602913,11.72700977,-59.35699463,16.69668007,-16.7693882,12.61969757,-9.560350418,8.688199997,-5.87686348,21.14957047,-31.70168495,12.30839062,-6.642496586,0.137032708,0.105763057,1,0.000111427,0.3122648,0.230561972,1,0.001214847,0.343652248,0.338061243,1,-9.560350418,0.330843836,0.533271015,1,0.003060939,0.360968202,0.565152228,1,0.000475176,0.331489533,0.350305229,1,0.00107111,0.334699035,0.243665874,1,0.000129595,0.323053092,0.222543404,1,-9.560350418,0.29874903,0.200491369,1,0.000121659,0.322732359,1,0.000621512,0.353658527,0.289657414,1
-238.625061,-641.9313965,130.2380829,-396.4367065,149.0246429,-73.13430023,50.05857849,43.18268967,49.93708038,-60.97793579,25.39463234,-6.706791401,64.46607208,-79.56942749,32.69304276,-0.741398513,52.29836273,-40.75118637,20.51184464,4.492833138,38.89208221,-34.59941864,15.91317558,0.564552665,24.07790756,-0.741398513,20.59627342,-16.71248817,38.47236633,-54.066082,18.54195786,-2.041512012,14.96235085,-57.36682129,18.5185833,-14.44583511,24.21782303,-25.75196457,11.64167213,3.715703011,10.69004345,-66.27593994,16.13472176,-18.34646034,10.34203625,-0.741398513,8.33304882,-4.293299198,17.11605644,-26.23316574,10.73217678,-2.80370307,0.135978701,0.111103361,0.937996686,0.00055059,0.287238449,0.247956485,1,0.001030536,0.346898824,0.307344228,1,-0.741398513,0.341751665,0.407733262,1,0.045687463,0.347151637,0.580430388,1,0.005217374,0.314660221,0.492404878,1,0.000725486,0.356214494,0.347302675,1,0.000220389,0.323831469,0.281425148,1,-0.741398513,0.309713691,0.268348217,1,0.000208741,0.343629062,1,0.002139653,0.298323244,0.275438488,1
-259.6591492,-650.6915283,108.6303101,-434.9035034,117.8235397,-65.6934967,55.17045593,38.62514114,57.83482742,-44.43351746,22.95373726,3.540999651,68.50570679,-65.18640137,33.05443954,10.90406513,50.14022064,-39.65518951,20.39702988,6.463524342,31.4934082,-33.26634979,15.74106026,0.241872072,20.4319706,10.90406513,17.90180779,-10.01711464,30.69892693,-50.84942627,16.84491539,3.133955717,18.93050003,-54.06933594,17.15396309,-16.10239792,28.81036186,-31.11351776,13.96120071,0.228605345,12.63020515,-59.37659073,15.72711849,-20.5173893,23.72751236,10.90406513,13.52080917,-4.510955811,20.51775742,-25.41628075,10.8310585,-2.46313405,0.15656866,0.116606841,1,0.000256872,0.380316705,0.436673254,1,0.001112399,0.371574461,0.495968729,1,10.90406513,0.339517832,0.470605195,1,0.00095278,0.351280153,0.372270763,1,0.000337223,0.335195422,0.288344979,1,0.000162011,0.34951821,0.244383484,0.914645672,8.71E-05,0.284620762,0.187056065,0.913936615,10.90406513,0.266293108,0.173712999,0.96198982,0.000307007,0.275496572,1,0.000275651,0.417395413,0.392634988,1
-271.3990173,-689.6032715,97.42939758,-441.815094,127.4770355,-67.39308167,55.28036499,34.61886215,59.97489166,-38.1260376,20.45383644,7.235640526,76.58789825,-76.24095917,36.4228096,7.101290703,44.09223938,-34.59981537,20.94107819,7.334002972,58.49204254,-53.37228775,20.76589966,2.339100361,25.44474792,7.101290703,17.25766373,-9.695474625,42.45004272,-46.77820206,18.00512695,1.798205137,13.95513058,-48.70681763,14.64189529,-15.56432152,26.40626907,-32.74315262,12.59009838,-0.734269023,12.41220665,-65.24205017,16.38191032,-15.08430481,21.50037384,7.101290703,12.84424686,-5.085883617,19.2542572,-28.59720612,11.41420174,-4.146533966,0.162133441,0.127766927,1,0.000575451,0.3731215,0.511128783,1,0.01304621,0.35472855,0.586538315,1,7.101290703,0.343129426,0.458346665,1,0.000745629,0.380808771,0.340720862,1,0.000211203,0.350005388,0.277775079,1,0.000143165,0.325336337,0.263356447,1,0.000165245,0.285590559,0.210565731,0.857257426,7.101290703,0.27012834,0.197825298,1,0.000209592,0.290020317,1,0.000130534,0.375580072,0.368673354,1
-293.3727112,-721.0170898,107.8856735,-453.7905273,137.5873108,-87.43431091,66.1993103,42.38267517,55.31859589,-34.53298187,20.28399658,10.85990906,43.93532181,-74.79762268,33.00605774,-3.712482452,40.0037117,-58.72491455,20.7830143,0.257302076,35.26905441,-42.10652161,18.85382271,0.643556595,23.33066177,-3.712482452,19.76860809,-12.3365593,32.7576828,-53.73082733,20.54681587,-5.098566055,26.29732895,-50.69192886,19.06370544,-15.3269043,21.10500145,-33.33588409,14.1899271,-0.880034387,17.36906052,-57.32893753,15.87564373,-15.00422859,15.85871887,-3.712482452,12.68912029,-7.176148415,13.66563034,-19.87631226,8.03192234,-2.074394941,0.163568004,0.14469401,1,0.000349389,0.394951016,0.387622207,1,5.92E-05,0.386210591,0.491231769,1,-3.712482452,0.375382274,0.492215276,1,0.000344551,0.308377892,0.296667576,1,0.000405303,0.286085457,0.203109533,1,0.000205447,0.288938731,0.212862551,1,0.000225319,0.329110742,0.271952778,1,-3.712482452,0.400300086,0.357723504,1,0.000623988,0.301160157,1,0.000456651,0.307985365,0.263662815,1
